Name,AlbumId,MediaTypeId,GenreId,Composer,Milliseconds,Bytes
Probably.,678,1,8,Jasmine Guzman,239503,3358451
Lose us.,880,4,4,Christopher Mccarthy,67841,6940297
Charge hope.,332,2,6,Pamela Lee,316454,4018043
Deep economic.,989,5,3,Matthew Shaw,175877,6668160
Try.,470,2,8,Joseph Nichols,204722,4609580
Author indeed.,856,3,1,Kimberly Miller,132521,3361045
Stage.,480,1,8,Tara Miller,388306,3095112
Food.,40,4,2,Randy Wright,170239,3278130
Small.,374,1,10,David King,302113,4201401
Lay again.,400,5,1,Nancy Macias,300075,2065117
Front because.,720,5,3,Margaret Miller,188834,5452587
World direction.,492,4,2,Patty Wilson,357085,1622722
Expect.,559,2,6,Norma Hill,172458,2112382
Young.,979,4,4,Matthew Mullen,116220,6031137
Out politics.,740,1,5,Laura Clay,105759,1573336
Wish.,484,4,2,Bryan Campbell,92769,6480381
Beat from.,435,2,1,Anna Tran,318450,5198271
From.,88,2,6,Amanda Clark,377947,2582973
Hear.,536,4,7,Michelle Morse,114271,2848697
Over agreement.,358,3,5,Scott Dorsey,255689,2402163
Crime walk.,438,2,4,Billy Harrison,391192,6448624
Cold like.,401,4,2,William Armstrong,163715,5103478
College.,224,4,4,Carol Adams,391579,1324804
Agent.,887,4,5,Natalie Hale,224959,2960223
Together manager.,45,3,4,Michael Martinez,281492,1345330
Win material.,663,1,4,Larry Thomas,275544,4612186
Specific who.,258,3,9,Michael Rodriguez,210289,1245829
Teacher.,377,2,6,Stephanie Riley,66426,2318322
Hope.,879,5,6,Brian Olson,88475,4231968
Budget.,510,4,7,Maria Cooper,102865,1707486
Two idea.,304,4,6,Todd Shaffer,360930,3518573
Later away.,31,5,8,Cynthia Shaw,235678,1151478
Learn once.,230,5,3,Aaron Wright,100740,2475124
Trip live.,328,2,4,Alexandra Baird,286162,1219744
Middle someone.,44,4,6,Andrew Williams,63348,2291538
Opportunity that.,420,3,7,Misty Perez,289566,4738885
Per cold.,931,2,1,Matthew Howell,115077,1204848
Now.,384,5,4,Stephen Hunter,221062,6230021
Cultural senior.,398,3,1,Patricia Villanueva,347313,4513722
None fall.,521,1,5,Hailey Green,316835,3745977
Partner.,742,2,7,Michael Cook,87265,1417793
Particularly.,899,2,10,Lauren Ward,386290,5117462
Approach price.,820,1,6,Kevin Evans,328978,5285908
National I.,59,4,3,Beth Stewart,134346,1278324
Two find.,636,3,4,Kathryn Browning,81335,2556028
Heavy.,89,5,4,Todd Collins,128843,5136287
Health.,631,2,2,Alyssa Mclean,163084,5456022
Often bit.,787,4,4,Gabriel Davies,214467,2636293
Different.,119,5,4,Daniel Cook,335757,3388031
Student central.,222,3,8,Alicia Reyes,237067,2896979
Show.,787,2,2,Jason Smith,201504,1171129
Response.,74,3,8,Jennifer Cox,376444,4520665
Film sign.,6,4,3,Dawn Thomas,159727,4576752
However area.,526,4,10,Matthew Harris,347254,6021119
Manager the.,741,5,10,Timothy Merritt,220667,5513666
Save true.,949,4,10,Joseph Decker,129082,3292493
Develop.,357,5,9,Chad Bowen,310312,2171479
She.,198,5,7,Daniel Wiggins,218905,6115134
Interview wall.,834,1,5,Curtis Reed,366094,4627313
Kid natural.,807,5,5,Darren Shepard,323802,6394355
Again goal.,346,2,4,Brenda Reyes,273332,3089075
Form majority.,367,4,3,Jennifer Levine,76116,1892974
Energy rise.,10,5,4,John Jones,307580,1344021
Effort.,120,1,9,Ralph Smith,77941,6603165
Rest husband.,310,4,10,Timothy Owens,171692,5828209
New.,989,3,8,Timothy Mercer,251998,6988116
Off.,346,1,7,Jose Flores,249242,4559451
Tree.,353,3,2,Michael Lee,336790,5963387
Where.,339,2,7,Brandon Black,350511,1891395
Talk left.,723,4,7,Antonio Lowery,72670,2588128
Professor radio.,593,3,9,Brooke Schwartz,101891,4092177
Dark by.,955,2,7,Jennifer Williams,353336,4652980
Stay sell.,737,3,4,Elizabeth Bridges,368800,1463859
Parent reduce.,929,3,9,Daniel Hughes,185453,6832621
Position.,871,3,1,Phillip Ryan,73473,6950280
Leave major.,403,4,6,Tammy Adams,107522,3694414
Better produce.,731,3,5,Margaret Hernandez,261481,4212287
Entire.,97,1,10,Jerry Mitchell,330876,4461925
Really.,943,4,4,Paula White,221853,1145196
Activity.,160,2,1,Joseph Holland,296892,4887152
Among home.,342,5,6,Jill Mccarty,68593,6646729
Huge.,655,5,4,John West,332446,3099762
Television.,718,4,6,Jason Kline,98585,1098585
Former child.,600,1,3,Steven Morgan,110339,5950814
News couple.,230,1,4,Bradley Anderson,384134,1046803
Best.,573,2,6,Michael Ruiz,361751,2078751
Book change.,741,3,6,Kathy Gardner,141783,1218551
Brother.,459,2,5,Margaret Jackson,119506,1306049
Remain.,188,2,5,Kendra Chapman,244012,1834297
Here.,138,5,6,Mrs. Sydney Shelton,161839,3153924
Maybe.,543,4,2,Nancy Barnett,279756,4614740
Through.,47,2,4,Jennifer Dudley,183355,2577941
Look.,744,3,9,Anita Logan,396168,3424744
Specific oil.,53,1,10,Joshua Smith,232510,4364034
Box detail.,63,4,1,Jeffrey Austin,177083,5484873
Study.,87,4,5,David Thomas,261134,6180324
Reveal continue.,597,4,10,Eric Richardson,261498,6727878
Investment.,738,3,1,Victor Clark,79364,2800751
Act.,551,3,1,Maria Russo,232316,5168444
Most.,237,3,2,Keith Norman,177069,4006626
View.,83,4,3,Marissa Bean,269672,6188362
Science serious.,348,2,8,Robert Poole,82009,3791232
Together.,693,4,2,Jessica Smith,203645,2495456
Concern machine.,950,4,4,Michael Rich,359596,3588701
Employee better.,870,2,8,Brian Dean,286654,6222063
Peace.,12,4,9,Barbara Cordova,249105,6826317
Guess tell.,667,2,9,Sarah Johnson,300670,2719458
Military carry.,896,2,4,Wesley Smith,215937,1291999
Like.,819,4,9,Lisa Vargas,325034,5292435
Hair five.,96,4,1,Jessica Boone,232332,1968130
Price.,881,4,1,Nicole Nelson,342068,5732560
Agreement.,63,3,10,Kathleen Lee DVM,252004,3879645
Top consumer.,987,1,3,Douglas Thompson,302119,2237495
Husband approach.,550,5,8,Heather White,294990,4942451
Finally lead.,496,3,6,Teresa Page,378543,5000400
Dark.,870,4,1,Breanna Mejia,110124,1052303
Wish.,474,2,1,Katherine Kim,325740,6005453
Series parent.,913,1,9,Cassandra Baldwin,281069,6824058
Because generation.,431,1,5,Laura Esparza,181501,1342820
If citizen.,448,5,9,Jennifer Henderson,391881,6009623
Quite beat.,872,3,2,Hailey Rodriguez,373419,5694724
Me.,435,2,2,Jessica Mitchell,185442,2530968
President science.,101,2,5,Sierra Woodard,134331,6606230
Bag less.,885,1,2,Connor Martinez,78704,4006826
Develop PM.,723,5,8,Jessica Carter,171214,5536451
Enjoy.,998,4,10,Larry Morales,287405,6074211
Hospital space.,934,1,6,Kelly Burns,139327,3762071
Throughout share.,928,5,2,Jeremy Lopez,103803,4203022
Partner.,512,2,9,Lauren West,318570,6802805
Design pressure.,762,2,2,Andrea Callahan,75450,2859884
Amount.,677,3,1,Jennifer Murillo,238583,1545477
Resource.,539,4,6,Angela Johnson,129899,3640538
Ever country.,377,5,10,Edward Berger,235713,2678769
Know task.,38,1,5,Melissa James,104437,2977317
Including.,915,3,6,Tammie Hale,363850,4599299
Citizen.,614,4,1,Robert Burke,85024,3999364
Stand unit.,331,3,3,Douglas Brewer,129212,1749524
Person.,172,4,7,Tyler Foster,195354,2102940
Feel.,421,3,4,Connie Molina,319278,3534101
Financial wrong.,492,4,8,Heather Cameron,102096,2209666
Media.,900,5,10,Jonathan Griffin,197999,2565090
Five.,854,2,7,James Snyder,133872,2336129
Husband.,561,2,2,Haley Guerrero,168023,4320233
System candidate.,235,4,8,Brittany Davidson,248035,2154217
Opportunity story.,141,3,1,Valerie Barr,165011,2029774
Loss study.,187,2,3,Kimberly Gregory,269976,4069934
Give respond.,764,1,3,Julie Howard,174384,1581460
Strong.,636,2,2,Corey Palmer,247334,1174952
Yes stuff.,422,2,5,Dorothy Russo,334289,1922945
View.,570,3,1,Angela Morales,378761,5204582
Own happen.,636,4,9,Christopher Pierce,201339,1797357
Wait.,413,2,4,James Anderson,359625,1942942
Sound watch.,973,4,6,Gary Simmons,299875,1973422
Report.,7,4,6,Sarah Diaz,334114,1169017
Pay determine.,479,2,1,Dustin Miller,325344,3779344
Office.,696,2,9,Jonathan Mccarthy,273885,5232882
Political anything.,745,3,4,Megan Harris,77950,4668530
Up difficult.,325,3,5,Phyllis Price,234225,1493920
Theory popular.,164,4,9,Alicia Ruiz,82886,6411541
National under.,753,2,7,Ashley Hunter,372049,6908708
Space.,923,4,1,Samuel Hayes,345319,6306102
Lose same.,764,4,9,Adam Williams,175577,2998581
Her.,109,4,1,Alejandro Mendez,256739,4610431
Bring myself.,133,5,2,Holly Ray,296595,3947373
Catch enjoy.,926,3,10,Erika White,178750,5923706
Effort.,765,2,6,Danielle Bell,230253,2141823
Among.,981,5,7,Megan Miller,271860,6715765
Send others.,531,3,7,Morgan Meyers,364380,5474898
Resource also.,156,1,4,Mary George,186059,6312326
Share.,315,3,10,Crystal Harding,109583,6127365
True shoulder.,963,3,3,Christine Finley,297036,2567727
Easy doctor.,629,3,8,Michaela Powers,132238,2306388
Middle PM.,143,1,3,Rodney Gonzales,139971,5201464
Present enjoy.,806,2,6,Johnny Ford,337415,3035755
Produce.,122,2,6,Jennifer Lee,149119,3496921
Media.,341,4,1,Kristi Brown,378607,2558352
Strong reflect.,219,3,4,James Mccarthy,307943,4786824
Site.,430,1,1,Patrick Thomas,297250,2134305
Ok physical.,219,4,9,Austin Hall,276926,6093316
Visit property.,332,2,3,Diana Valenzuela,297772,6202868
Eight.,427,3,9,Robert Turner,346807,5697288
Dark director.,574,5,5,Matthew Armstrong,204276,4899009
Four.,296,1,9,Richard Doyle,193461,1301085
American see.,492,3,3,Alison Huang,98048,3198616
Game forward.,371,3,9,Ronald Leach,147124,6830032
Large there.,618,4,4,Courtney Stafford,312125,3191136
Mean prove.,488,3,4,Mrs. Sara Hawkins,228576,6831778
Form beyond.,797,1,4,Jessica Moran,88227,1782090
Necessary.,31,1,7,Christina Smith,310817,4320795
Open receive.,646,4,7,Dawn Nelson,300428,1277819
Break themselves.,588,2,8,Stacey Gutierrez,198432,2570367
Half.,780,5,3,Dylan Brown,206433,3903179
Sister family.,296,5,3,Alex Taylor,168138,3969830
Now organization.,192,4,3,Douglas Lam,316824,2563816
Wait.,46,2,7,Christopher Novak,370085,3685791
Cover.,244,1,5,Eric King,268000,2716171
Receive.,327,1,9,Debra Harper,163908,3663504
Kid.,521,3,2,Stacy Rodgers,304048,5873699
Forget picture.,734,1,1,Jerry Taylor,152175,5071322
Economy industry.,824,3,7,Dr. Nicholas Wells MD,124645,4392669
Gun suddenly.,173,4,10,Allen Sherman,246079,5205191
Little sound.,924,3,6,Dana Wilson,102387,5089777
Reason century.,266,4,10,Daniel Romero,119246,6942006
Bad player.,907,3,2,Jonathan Baker,278470,1872607
Billion.,141,4,1,Alison Harrison,285744,2468020
Sort smile.,47,4,6,Stephanie Thomas,233480,2922944
Soldier scientist.,129,5,9,Susan Rodriguez,158989,3495065
Contain energy.,149,3,4,Sarah Mitchell,191085,2039722
Wish special.,685,1,5,Daniel Moyer,250373,5389216
Enjoy.,33,5,2,Heather Jennings,274905,3812068
If money.,579,4,8,Keith Cummings,157385,4109380
View.,418,1,5,David Lopez,385484,3843372
Billion.,617,1,7,Jose Sanchez,129744,4919125
He according.,753,1,8,Molly Phillips,194455,5264560
Song where.,764,2,2,Brian Burton,318183,4760596
Area.,611,3,8,Kelly Elliott,259428,2175552
Community after.,294,1,9,Richard Luna,270047,6435451
Newspaper lay.,591,2,2,Brooke Wilson,375371,4670354
Garden.,499,4,7,Katie Sanchez,143207,2026530
Improve.,101,3,7,Michael Benson,296541,3387287
Treatment nor.,428,3,8,William Zamora DDS,222361,5231366
Though.,340,5,8,Todd Taylor,298979,5060619
Rich.,928,3,8,Patrick Bartlett,118487,4474503
Third.,758,3,4,Dwayne Robinson,84700,2612481
Dream cell.,563,1,1,Patrick Taylor,249826,2731616
Example.,640,5,8,Bobby Ross,237328,2868301
Body.,859,1,1,Andrew Fox,398976,3642965
Main accept.,131,4,5,Christopher Roberts,331507,6832139
Stay strategy.,766,5,8,Andrew Smith,325305,6707981
Onto.,339,1,4,Madison Martinez,337642,2287364
Effect.,936,4,8,Edward Stephens,134941,6270291
Skin throw.,885,4,3,Michelle Mays,241561,2467485
Executive whether.,905,1,2,Melissa Davis,174980,1291142
Vote throw.,301,1,7,Joseph Taylor,360285,5674703
Country sort.,715,2,5,Michael Jenkins,206996,2380152
President.,964,2,9,Julie Cannon,147254,2064905
Author.,867,3,5,Natalie White,205186,5282632
Film door.,284,5,9,Joseph Perez,289962,2048083
Work.,174,2,1,Ana Glass,97086,2488518
Hotel save.,771,3,4,Steven Smith,92580,6432861
Production soon.,175,1,6,Amber Hayden,270446,3773204
You.,606,5,2,Kenneth Roberts,250850,2655485
Rule.,535,1,1,Cameron Lewis,354609,6664045
Provide across.,26,1,2,John Smith,204889,6021916
Week.,881,5,10,Christopher Morton,148497,2402123
Seat.,466,3,7,Rachel Scott,105621,4137655
Herself hair.,232,3,9,Shawn Wood,259022,5572577
Lead trade.,459,3,1,Jorge Livingston,218730,4718863
Affect enter.,181,1,4,Victoria Wiggins,304165,4461276
Near.,654,3,6,Jennifer Compton,173246,1174230
Size.,364,1,4,Justin Torres,315632,5463147
Smile song.,914,3,6,Evelyn Hunter,100913,1605477
Themselves.,615,5,8,Joseph Ramirez,370635,5517140
As.,46,2,4,Alec Wade,260231,5973586
Much purpose.,613,2,1,George Gates,180205,1510947
Care.,23,5,7,Sarah Casey,336662,1878271
Assume base.,399,3,1,Heather Smith,89135,1577358
For.,849,3,6,Kimberly Johnson,341709,6751011
Make school.,189,2,9,Melvin Ortega,123437,1247227
Foreign.,657,5,6,Linda Long,207009,2483211
Practice continue.,632,4,1,Kelly Russell,149967,3844289
Main church.,84,3,3,Michele Mcclain,145482,1937931
Nothing standard.,941,4,6,Charles Deleon,216975,3063226
Live brother.,881,2,10,Diana Shaffer,128508,5144554
Thing hair.,118,2,5,Phillip Rivera,281102,1873222
Democrat.,665,4,9,Zachary Hawkins,378751,4370044
Ahead buy.,196,3,5,Amy Edwards,132938,1612540
Environmental century.,959,2,2,Andrew Thompson,373503,3513505
My.,287,4,5,Willie Wall,296109,6929403
Often.,700,2,3,Michael Campbell,165574,6444682
Hold animal.,518,1,6,Nancy Kim,330156,2654991
Future story.,64,2,10,Jamie Price,186966,6414439
Science.,407,3,2,Melissa Watts,347618,2313460
Include.,399,1,10,Stacy Monroe,276757,2945746
Soon across.,308,5,10,Raven Jones DDS,132442,2630212
Everybody anyone.,410,3,7,Emily Foster,71161,4428718
Fine.,229,1,2,Austin Young,86200,1335828
Middle so.,824,3,3,Wayne Williams,296944,3912512
Glass analysis.,633,2,4,Clinton White,356578,2654445
South.,401,1,6,Adrian Miller,361803,4679926
Brother.,847,2,4,Robin Gomez,214054,6466392
Far.,466,4,2,Chad Keller,368157,3052983
Surface ever.,107,2,3,Jorge Schwartz,320610,4872783
Ever.,536,3,10,Jamie White,121120,6205565
Weight.,301,1,5,Wendy Mcbride,206416,2666819
Low simply.,446,1,9,Karla Carter,367992,6358106
Increase.,111,2,2,Daniel Rivera,242960,4120470
Early almost.,631,3,8,Tina Ramsey,386293,6332351
Thank perhaps.,544,2,8,Dennis Berg,129031,3703434
Charge.,950,5,8,Diana Parsons,375084,5973357
Sense.,357,2,2,Theodore Edwards,322088,4988831
Operation television.,497,4,7,Sarah Bauer,168704,3287543
Whom.,865,4,9,Samuel Bowman,306410,1794848
Mention.,837,5,4,Norma Delacruz,375883,6535205
Political behind.,499,3,4,Roger Smith,224518,4713817
Nor.,122,2,9,Amanda Lopez,217756,1718743
Test race.,560,1,8,Pamela White,269141,6941961
Later.,588,1,9,Erin Garcia,104697,3421236
Raise.,43,4,1,Elizabeth Stewart,294284,2793387
Kind beat.,671,1,3,Sandra Vang,244707,3563377
How order.,202,5,4,Ruben Bowman,129340,3258017
Tax stop.,481,3,5,Shannon Morales,132729,5177827
Guy.,79,5,4,Richard Baird,194908,6403440
Hard lawyer.,836,4,6,Michael Garcia,160776,6944600
Natural.,410,3,1,Rebecca Davidson,103180,1052346
See plant.,973,3,3,Patricia Lee,150767,5193297
Issue.,411,3,6,Brian Fernandez,341578,4147720
Remain address.,541,4,2,Jesse Johnson,241470,2210780
Cup.,593,4,5,Cheryl Norris,281185,3196264
Pull.,526,5,5,Rachel Glass,235692,3109300
Girl sister.,531,4,10,Jose Jones,121575,3986081
Glass parent.,896,5,4,Brian Williams,215164,1573142
Head certain.,619,2,1,Robert Gonzalez,198707,5486806
Tonight.,660,1,5,Karen Medina,295598,4447130
Could.,658,1,1,Wendy Clark,125076,3090672
Relate focus.,383,4,6,Allison Miller,203609,2586374
Benefit camera.,387,3,1,Timothy Haynes,127371,6874826
Wind.,877,5,5,Chelsea Smith,236235,6281327
Walk standard.,745,4,4,Danielle Mcdonald,264540,5651326
Stand.,683,4,8,Crystal Adkins MD,333912,5601810
Factor.,149,5,10,Richard Gardner,241672,6652148
Another.,290,4,8,Erin Gregory,134974,4692805
Ability newspaper.,697,1,2,Luis Adams,367146,2474420
Ability.,17,4,2,Samantha Stone,340941,4063323
Still.,413,4,9,Samuel Mckinney,184781,1116894
Bad.,801,5,2,Robert Martinez,233978,4805442
Record exactly.,12,4,8,Patrick Schmidt,218468,5541024
Live continue.,5,3,2,Paul King,87076,6498875
Number.,461,4,3,Dr. Paige Johnston,318040,2475363
Growth car.,840,3,2,Victor Cox,75828,6276747
Per do.,576,2,4,Toni Ross,194409,3226737
Appear room.,515,5,7,Denise Li,301689,5082964
Mission mean.,885,4,8,Damon Franklin,308215,1429544
Network.,951,2,2,Jon Jensen,138586,3983033
Ten join.,921,2,4,Erin Hull,145437,4194041
Cell mind.,725,5,5,Jessica Evans,298672,6324441
Itself.,185,4,4,James Wang,196487,1212966
White.,349,5,8,Jacqueline Dean,120757,2933050
Few scene.,813,3,7,Amanda Turner,145238,2531755
Civil.,494,1,4,Anna Reed,314473,2886595
Bank way.,567,1,10,Leah Mcbride,122526,6724631
Across yard.,59,4,5,Tracy Munoz,120952,3305970
Forward phone.,867,2,4,Sherry Lopez,138761,1885492
Democrat.,102,4,6,Amanda Ford,188420,6072440
Finish world.,379,4,8,Laura Delgado,243083,1252057
Involve wait.,90,2,1,Timothy Swanson,246100,2913856
Fine.,716,3,10,Natalie Cole,393863,4726458
Agency.,66,1,6,Alec Andrews,351055,6984159
Sell.,591,4,7,David Pearson,332668,4317783
Region it.,672,1,7,Mrs. Maria Robinson,360815,3884129
Water successful.,658,2,6,Tamara Valdez,260722,4151621
Remain.,154,3,9,Lee Savage,295588,2885536
Local positive.,252,3,8,Jamie Bates,123205,6151971
Listen.,841,5,6,Stephen Delgado MD,347601,3045267
But all.,401,1,7,Carla Mitchell,292864,3669936
Artist finish.,158,1,1,Laura Pearson,112236,2924208
Pull travel.,875,3,7,James Bowen,302897,3148911
Race so.,614,3,10,Jeffery Owens,177981,1925780
Mind.,980,2,8,Jennifer Durham,304160,1152763
Enjoy.,423,2,9,Gregory Smith,87486,4549049
Radio lose.,707,2,3,Tina Gray,260093,5622932
By.,691,5,3,Jamie Leonard,241907,5229917
Various strategy.,365,2,9,Samuel Anderson,258891,5255346
Assume.,711,4,4,Melissa Duran,78111,6636923
Catch industry.,257,5,9,Jordan Hunt,62275,2841390
System.,516,1,9,Lauren Herrera,261502,4705080
Already.,833,3,9,Julie Shaw,132984,2051747
Carry.,317,2,7,Eric Key,250057,4411883
Entire.,407,5,8,Daniel Cook,258685,3844802
Maybe win.,247,1,8,Jessica Hunter,213141,4141231
She couple.,880,5,10,Peter Graham,120307,5957082
Way game.,98,5,3,Christopher Scott,235127,2480883
Run.,144,1,6,Catherine Barton,86241,2338824
Night nearly.,209,2,9,Thomas Arroyo,180524,2179088
Over picture.,72,2,2,David Bradley,240568,4277875
Seek picture.,281,5,7,Alexander Hill,122249,4133338
Kind relate.,716,2,5,Paula Bowman,282692,5049577
Black.,457,3,5,Dana Daniels,239491,6168192
Year.,613,2,7,Jeremy Hamilton,208936,3032424
House.,713,4,3,Elizabeth Vincent,159131,5128760
Store.,786,5,10,Jacob King,260349,6996243
Successful machine.,158,5,4,Eric Tran,90162,5554374
Use manage.,125,2,2,Linda Jones,97860,4463596
Goal.,382,4,2,Curtis Hull,306692,5608464
Memory.,61,2,4,Dylan Young,356120,4504929
Free various.,978,1,2,Alexandria Hart,187176,4358532
Will stand.,577,4,4,Sandra Mann,94986,3561069
Quickly house.,49,4,5,Thomas Reid,242972,5121002
Building.,22,4,2,John Randolph,82662,3012035
Site beyond.,581,4,10,Amanda Jones,245474,5391080
Inside.,96,3,10,Robert Williams,178179,1829673
Goal.,825,3,6,Karen Thomas,332955,6674837
Cut.,604,1,8,Shannon Phillips,200508,2383652
These him.,368,2,5,Laurie Pierce,156845,6854389
Pattern.,42,4,8,Haley Stewart,180754,4878617
International worker.,34,5,10,Kevin Williamson,163348,1509975
Business ground.,936,1,3,Gabriela Knight,348142,2314473
Simple likely.,167,1,5,Karen Torres,351304,3005006
Service.,186,4,6,Beth Miller,155361,2843326
Join.,146,5,9,Stacy Miranda,375758,6910739
Market.,498,4,8,Sherri Hull,328489,5889510
Fast discuss.,716,5,10,Catherine Romero MD,160804,5425364
Suffer.,727,3,6,Don Hall,111084,2947800
Service idea.,862,3,1,Kenneth Brown,66215,2321902
Official.,611,4,4,Erik Nunez,352815,1830844
Environmental friend.,547,3,5,Karen Valenzuela,156443,2439893
Dream.,870,1,8,Joshua Ewing,398863,4174106
Will leg.,381,1,1,Lawrence Jones,94155,1428438
Work.,934,4,8,Shelia Butler,381712,5121337
Minute share.,296,2,8,Zachary Romero,384384,5070279
Real.,332,5,10,Sandra Mercado,140530,3033257
Fine.,855,3,4,Shawn Mccann PhD,162979,1275748
During available.,770,5,7,David Douglas,220411,2780875
Life.,444,3,7,Ashley Brewer,85890,4189857
Parent official.,644,1,8,Heather Johnson,123081,4099702
Hospital.,557,4,2,Rebecca Lopez,91118,3972565
Wind large.,932,2,6,Juan Colon,289739,1860957
Light other.,718,4,7,Melissa Hooper,244395,3647519
Key.,192,2,10,Lisa Smith,80864,3751634
Music somebody.,955,4,7,Dawn Greene,187103,6196228
Interesting.,841,2,8,Audrey Conrad,145734,1934198
Ask.,915,4,9,Holly Cohen,254905,6665811
